X,Y,Z,formation,group,type,ref_fault3,ref_fault4
452513.03,6783879.5,-5879.006,tarbert,B,stratigraphic,below,above
452574.66,6783583,-5881.7266,tarbert,B,stratigraphic,below,above
452302.16,6783615,-5904.866,tarbert,B,stratigraphic,below,above
453457.34,6783627,-5611.9844,tarbert,B,stratigraphic,below,above
453331.94,6783847,-5655.3633,tarbert,B,stratigraphic,below,above
453584.75,6783712,-5529.9907,tarbert,B,stratigraphic,below,above
452828.12,6783659,-5805.3237,tarbert,B,stratigraphic,below,above
453434,6783732,-5617.7446,tarbert,B,stratigraphic,below,above
453165.9,6783835,-5668.543,tarbert,B,stratigraphic,below,above
452854.2,6783882,-5784.7354,tarbert,B,stratigraphic,below,above
453563.9,6783841,-5598.2764,tarbert,B,stratigraphic,below,above
453727.84,6783933,-5495.477,tarbert,B,stratigraphic,below,above
455352.38,6783845,-5341.122,tarbert,C,stratigraphic,above,above
455107.03,6783364.5,-5570.2495,tarbert,C,stratigraphic,above,above
455001.38,6782380,-5558.807,tarbert,C,stratigraphic,above,above
454983.8,6782091,-5565.832,tarbert,C,stratigraphic,above,above
455207.53,6782268.5,-5559.538,tarbert,C,stratigraphic,above,above
455289.2,6782114,-5520.7197,tarbert,C,stratigraphic,above,above
455846.72,6782268,-5464.085,tarbert,C,stratigraphic,above,above
455753.1,6782065.5,-5452.4917,tarbert,C,stratigraphic,above,above
455508.9,6782040,-5521.2593,tarbert,C,stratigraphic,above,above
455480.28,6782290,-5529.0186,tarbert,C,stratigraphic,above,above
455255.9,6782475,-5523.461,tarbert,C,stratigraphic,above,above
455031.47,6782819,-5595.245,tarbert,C,stratigraphic,above,above
455017.06,6782559,-5580.3535,tarbert,C,stratigraphic,above,above
455579.62,6782443,-5458.338,tarbert,C,stratigraphic,above,above
455520.16,6782691.5,-5455.8,tarbert,C,stratigraphic,above,above
455788.66,6782548.5,-5351.4688,tarbert,C,stratigraphic,above,above
455194.47,6782693,-5550.796,tarbert,C,stratigraphic,above,above
455311.12,6782674.5,-5487.4775,tarbert,C,stratigraphic,above,above
455288.12,6782935.5,-5557.7744,tarbert,C,stratigraphic,above,above
455433.34,6782839,-5518.4688,tarbert,C,stratigraphic,above,above
454936,6783019,-5620.1875,tarbert,C,stratigraphic,above,above
455090.75,6783015,-5604.1953,tarbert,C,stratigraphic,above,above
455802.94,6783036.5,-5462.9497,tarbert,C,stratigraphic,above,above
455181.53,6783139.5,-5597.8374,tarbert,C,stratigraphic,above,above
454986.84,6783166,-5602.463,tarbert,C,stratigraphic,above,above
455343.66,6783229,-5548.4756,tarbert,C,stratigraphic,above,above
455526.9,6783152,-5507.939,tarbert,C,stratigraphic,above,above
